file,dominant_freq_hz,spectral_power_in_band,spectral_snr,spectral_entropy,freq_stability_std,interval_cv,stroke_amp_cv,rise_fall_ratio,rise_time_cv,fall_time_cv,autocorr_at_period,cycle_shape_cv,cycle_corr_mean,phase_portrait_eccentricity,envelope_cv,top_bot_corr,left_right_corr,quadrant_cv_max,active_roi_fraction,motion_cv,flow_dom_freq
20260407_075419.mp4,10.808081,0.60353,34.07981263,2.228659,0.0,0.275246,0.369906,1.84792408,0.266314,0.169956,0.644212,0.066226,0.827898,0.885221,0.555734,0.669478,-0.726636,0.241326,0.327784,0.208367,10.808081
20260407_101816.mp4,10.735786,0.650454,50.268124,2.131918,0.0,0.236302,0.393996,1.72817,0.285519,0.225191,0.70253955,0.059407,0.613012,0.90846138,0.512296,0.7176948599999999,-0.760258,0.23236,0.348228,0.222151,10.735786
20260407_124215.mp4,10.808081,0.635578,44.212823,2.34307557,0.086458,0.252912,0.366396,1.730479,0.260769,0.204667,0.639051,0.088741,0.831262,0.883055,0.510732,0.596039,-0.773923,0.228986,0.310738,0.23185,10.808081
20260407_150612.mp4,10.844595,0.649369,70.160839,2.153738,0.584655,0.257367,0.375498,1.699267,0.293948,0.220835,0.646703,0.062502,0.729905,0.886271,0.499907,0.488034,-0.781621,0.241925,0.30583716,0.236676,10.844595
20260407_173010.mp4,10.811688,0.658491,45.176632,2.190918,0.511034,0.246685,0.365398,1.666075,0.276042,0.206252,0.651661,0.062436,0.82824,0.888319,0.487169,0.507197,-0.76609,0.231612,0.31099,0.235233,10.811688
20260407_195408.mp4,10.9,0.632554,70.147589,2.116082,1.226113,0.25867,0.356179,1.738579,0.267811,0.162357,0.625492,0.073747,0.80793,0.877283,0.503477,0.453222,-0.8038988499999999,0.284483,0.30583716,0.240327,10.9
20260407_221806.mp4,10.863787,0.612502,54.229829,2.176846,1.137646,0.274123,0.374035,1.753959,0.276438,0.18879,0.59964777,0.057693,0.777384,0.8658724200000001,0.52972,0.4537,-0.758395,0.280651,0.344969,0.224874,10.863787
20260408_004204.mp4,10.9,0.618169,50.22014,2.205319,1.254622,0.269847,0.369003,1.830819,0.289075,0.187799,0.626664,0.058174,0.88502,0.877797,0.533537,0.457865,-0.778177,0.25521,0.374867,0.220363,10.9
20260408_030601.mp4,10.8,0.587704,62.118839,2.160573,0.290592,0.259788,0.392751,1.735044,0.249788,0.251524,0.652256,0.06299,0.809095,0.888574,0.56067456,0.587303,-0.777356,0.237205,0.37777172,0.227332,10.8
20260408_052959.mp4,10.756579,0.629116,48.2623,2.122759,0.0,0.22838,0.399584,1.732222,0.262838,0.199652,0.684549,0.073282,0.840178,0.901529,0.513015,0.468886,-0.771022,0.244878,0.328252,0.237325,10.756579
20260408_075357.mp4,10.728477,0.616973,52.460737,2.196654,0.0,0.284002,0.396465,1.709922,0.270268,0.220283,0.677521,0.076866,0.667635,0.898765,0.545462,0.512935,-0.764349,0.255901,0.355151,0.230343,10.728477
20260408_101755.mp4,10.721311,0.688666,43.213613,2.129014,0.0,0.22579316,0.379379,1.701632,0.274506,0.2246,0.70253955,0.09379230999999999,0.555124,0.90846138,0.483585,0.525559,-0.791042,0.244914,0.360391,0.27219,10.721311
20260408_124153.mp4,10.8,0.640598,67.796808,2.100624,0.0,0.245384,0.361268,1.707232,0.273071,0.208906,0.688961,0.063522,0.870433,0.903242,0.485177,0.475984,-0.795358,0.248776,0.358154,0.256846,10.8
20260408_150551.mp4,10.735786,0.643536,64.209833,2.112726,0.0,0.259445,0.359998,1.730198,0.256112,0.179588,0.696133,0.064702,0.48607,0.906013,0.49085,0.456641,-0.781012,0.267044,0.355645,0.243995,10.735786
20260408_172949.mp4,10.83612,0.658556,62.400149,2.093599,0.049957,0.245418,0.356364,1.68599,0.258738,0.215152,0.66666,0.069242,0.738674,0.894432,0.479278,0.422744,-0.77426,0.299951,0.325325,0.25391,10.83612
20260408_195347.mp4,10.83612,0.646429,55.041232,2.116579,0.049957,0.265353,0.357088,1.71393,0.264338,0.180001,0.667505,0.064927,0.854383,0.894766,0.489923,0.448756,-0.79786,0.251147,0.324457,0.252849,10.83612
20260408_221745.mp4,10.83612,0.599261,50.023649,2.251848,1.172522,0.268995,0.379297,1.748906,0.288755,0.199904,0.623979,0.05237,0.834338,0.876617,0.542071,0.43876,-0.760868,0.279586,0.339108,0.218778,10.83612
20260409_004143.mp4,10.872483,0.601519,55.851225,2.208666,1.31860849,0.268363,0.369497,1.798569,0.281553,0.179284,0.618716,0.051999,0.846898,0.87433,0.545788,0.441402,-0.772264,0.298859,0.316966,0.220337,10.872483
20260409_030541.mp4,10.872483,0.599509,45.036871,2.203918,1.07322,0.269598,0.376583,1.78489,0.276439,0.166019,0.627052,0.077537,0.88036,0.877965,0.54215,0.493647,-0.776042,0.246762,0.321307,0.22502,10.872483
20260409_052939.mp4,10.882353,0.598981,56.135833,2.206182,0.640869,0.263808,0.379116,1.767677,0.265515,0.182658,0.622679,0.069057,0.820403,0.876074,0.542469,0.558621,-0.784548,0.2444,0.373047,0.219684,10.882353
20260409_075337.mp4,10.808081,0.613559,45.969795,2.233508,0.041084,0.248511,0.374412,1.791359,0.248888,0.156158,0.663896,0.056844,0.775261,0.893317,0.533673,0.544245,-0.775245,0.227693,0.367272,0.242486,10.808081
